鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
苓雅區,房地(土地+建物)+車位,高雄市苓雅區福建街301~330號,45.42,住,Missing,Missing,1090225,土地1建物1車位3,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010509,404.15,3,2,3,有,有,22500000,55672,坡道平面,57.02,0,Missing,RPOPMLLJMHPFFBE77CA
鼓山區,房地(土地+建物),高雄市鼓山區鼓山一路133巷1~30號,14.31,住,Missing,Missing,1090302,土地2建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000120,147.37,3,2,2,有,有,9880000,67042,Missing,0.0,0,Missing,RPWNMLKLMHPFFAE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街1~30號,28.68,住,Missing,Missing,1090211,土地1建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011003,250.36,3,2,2,有,有,17500000,69899,坡道平面,27.74,0,Missing,RPOPMLQJMHPFFAE18CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1051~1080號,9.93,商,Missing,Missing,1090219,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950407,108.44999999999999,3,2,2,有,有,7050000,65007,坡道機械,4.8,0,Missing,RPRNMLRJMHPFFAE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路271~300號,26.73,商,Missing,Missing,1090209,土地1建物1車位3,十六層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030626,510.13,0,0,0,無,有,32000000,62729,坡道平面,0.0,0,Missing,RPTOMLRLLHPFFAE78CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區昌盛路1~30號,10.87,商,Missing,Missing,1090226,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880930,125.86,3,2,2,有,有,7800000,61974,坡道平面,0.0,0,Missing,RPSOMLRLLHPFFAE68CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街121~150號,15.8,住,Missing,Missing,1090224,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940909,132.82,3,2,2,有,有,8100000,60985,坡道平面,14.55,0,Missing,RPPOMLLJMHPFFAE67CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東八街91~120號,19.02,住,Missing,Missing,1090210,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920904,153.26,3,2,2,有,有,9100000,59376,坡道平面,0.0,0,Missing,RPRNMLLKMHPFFAE87CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東八街91~120號,20.86,住,Missing,Missing,1090208,土地1建物1車位1,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921202,213.66,4,2,2,有,有,12250000,57334,坡道平面,30.71,0,Missing,RPWNMLSJMHPFFAE98CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東二路481~510號,13.57,住,Missing,Missing,1090222,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931208,89.99000000000001,2,2,1,有,有,5800000,64452,Missing,0.0,0,Missing,RPSOMLSJMHPFFAE68CA
鼓山區,房地(土地+建物),高雄市鼓山區美術館路241~270號,25.73,住,Missing,Missing,1090209,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940819,200.07,4,2,2,有,有,11000000,54981,Missing,0.0,0,Missing,RPTOMLNKMHPFFAE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區華榮路616巷1~30號,25.01,住,Missing,Missing,1090229,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010710,179.31,4,2,2,有,有,12680000,70716,坡道平面,19.9,0,Missing,RPPNMLOKMHPFFAE97CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路31~60號,12.27,住,Missing,Missing,1090309,土地1建物1車位1,二十二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860430,294.17,4,2,3,有,有,19700000,66968,坡道平面,12.88,0,Missing,RPTNMLRJMHPFFBE68CA
新興區,房地(土地+建物)+車位,高雄市新興區七賢一路211~240號,11.49,商,Missing,Missing,1090214,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871014,167.64,3,2,2,有,有,10000000,59652,坡道平面,35.74,0,親友、員工或其他特殊關係間之交易。;,RPOQMLRJMHPFFBE48CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區新光路62巷1~30號,5.85,商,Missing,Missing,1090220,土地1建物1車位1,十三層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,150.26999999999998,3,2,2,有,有,5300000,35270,坡道平面,12.65,0,Missing,RPROMLRKMHPFFBE68CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區一心二路61~90號,7.08,商,Missing,Missing,1090315,土地2建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871123,103.27,2,2,1,有,有,5760000,55776,坡道平面,30.04,0,Missing,RPUNMLKMLHPFFCE38CA
小港區,房地(土地+建物),高雄市小港區青山街93巷1~30號,10.34,住,Missing,Missing,1090317,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970311,75.14,2,1,1,有,有,3000000,39925,Missing,0.0,0,含裝潢,RPQNMLSJMHPFFCE58CA
前鎮區,房地(土地+建物),高雄市前鎮區中華五路1007巷1~30號,27.24,住,Missing,Missing,1090308,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910619,159.92000000000002,4,2,2,有,有,8100000,50650,Missing,0.0,0,Missing,RPTNMLPKMHPFFCE68CA
三民區,房地(土地+建物)+車位,高雄市三民區民族一路691~720號,18.13,住,Missing,Missing,1090218,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980430,152.49,3,2,2,有,有,8500000,55741,坡道平面,17.33,0,Missing,RPPOMLKKMHPFFDE97CA
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路121~150號,25.08,住,Missing,Missing,1090229,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880908,172.7,4,2,2,有,有,8520000,49334,坡道平面,27.63,0,Missing,RPXOMLQKMHPFFDE76CA
三民區,房地(土地+建物)+車位,高雄市三民區正忠路241~270號,14.52,商,Missing,Missing,1090207,土地1建物1車位1,二十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840509,183.48000000000002,4,2,2,有,有,7100000,38696,坡道平面,0.0,0,Missing,RPUNMLNLMHPFFDE78CA
三民區,房地(土地+建物),高雄市三民區正忠路241~270號,6.28,商,Missing,Missing,1090214,土地1建物1車位0,九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840509,79.30999999999999,2,2,1,有,有,3450000,43495,Missing,0.0,0,Missing,RPWNMLKLMHPFFDE68CA
左營區,房地(土地+建物)+車位,高雄市左營區重上街31~60號,15.37,商,Missing,Missing,1081231,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940202,172.28,3,1,2,有,有,10000000,58045,升降機械,10.01,0,親友、員工或其他特殊關係間之交易。;,RPTNMLKKMHPFFEE38CA
鳳山區,房地(土地+建物),高雄市鳳山區武慶二路31~60號,10.98,住,Missing,Missing,1090306,土地1建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851130,121.38,3,1,2,有,有,5550000,45724,Missing,0.0,0,Missing,RPQPMLKMLHPFFGE58CA
鳳山區,房地(土地+建物),高雄市鳳山區武慶二路151~180號,7.85,住,Missing,Missing,1090224,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891020,79.02,2,2,1,有,有,4000000,50620,Missing,0.0,0,Missing,RPRNMLLKMHPFFGE48CA
鳳山區,房地(土地+建物),高雄市鳳山區青年路二段301~330號,14.32,住,Missing,Missing,1090219,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,122.94,3,2,2,有,有,5320000,43273,Missing,0.0,0,Missing,RPOOMLNLMHPFFGE58CA
鳥松區,房地(土地+建物),高雄市鳥松區松埔北巷1~30號,19.87,Missing,鄉村區,乙種建築用地,1090225,土地2建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840915,89.59,2,1,2,有,有,2460000,27458,Missing,0.0,0,Missing,RPRNMLKMLHPFFIE68CA
鳳山區,房地(土地+建物),高雄市鳳山區八德路二段271~300號,19.09,住,Missing,Missing,1090219,土地1建物2車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800320,194.29999999999998,4,2,2,有,有,7000000,36027,Missing,0.0,0,Missing,RPPNMLOLLHPFFGE88CD
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文忠路91~120號,9.22,商,Missing,Missing,1090229,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940520,92.96000000000001,2,1,1,有,有,5800000,62392,坡道機械,0.0,0,Missing,RPPNMLQLLHPFFAE48CD
三民區,房地(土地+建物)+車位,高雄市三民區民族一路781~810號,8.16,住,Missing,Missing,1090319,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,106.03,3,2,2,有,有,4380000,41309,升降機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLNLMHPFFDE09DA
鳳山區,房地(土地+建物),高雄市鳳山區文衡路421~450號,12.48,住,Missing,Missing,1090311,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860627,111.62,3,2,2,有,有,1163166,10421,Missing,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLLJMHPFFGE18CA
橋頭區,房地(土地+建物)+車位,高雄市橋頭區樹德路61~90號,15.49,住,Missing,Missing,1090302,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830420,128.57999999999998,3,2,2,有,有,3800000,29554,坡道機械,0.0,0,Missing,RPSNMLRJMHPFFFE98CA
左營區,房地(土地+建物)+車位,高雄市左營區文天路121~150號,12.42,商,Missing,Missing,1090221,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000708,136.87,3,2,2,有,有,8300000,59790,坡道機械,11.43,800000,含增建或未登記建物。,RPQPMLLJMHPFFEE28CA
左營區,房地(土地+建物)+車位,高雄市左營區民族一路1171~1200號,8.38,住,Missing,Missing,1090305,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870706,90.4,3,1,1,有,有,3800000,42035,坡道平面,17.53,0,Missing,RPVNMLRJMHPFFEE56CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區藍田路601~630號,16.69,商,Missing,Missing,1090309,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991221,143.46,3,2,2,有,有,7300000,50885,坡道平面,24.67,0,Missing,RPSNMLTJMHPFFEE09CA
楠梓區,房地(土地+建物),高雄市楠梓區德賢路380巷1~30號,12.67,其他,Missing,Missing,1090218,土地1建物1車位0,十五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860107,140.87,3,2,2,有,有,4420000,31376,Missing,0.0,0,Missing,RPSNMLSJMHPFFEE98CA
三民區,房地(土地+建物)+車位,高雄市三民區明仁路1~30號,23.4,住,Missing,Missing,1090226,土地3建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831103,191.38,4,2,2,有,有,9600000,50162,坡道平面,0.0,0,Missing,RPVOMLNLMHPFFDE98CA
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路361~390號,8.77,住,Missing,Missing,1090316,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900413,65.44,3,1,2,有,有,2000000,30562,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLKLMHPFFDE38CA
三民區,房地(土地+建物)+車位,高雄市三民區大順二路271~300號,14.1,商,Missing,Missing,1090302,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850906,128.36,3,2,2,有,有,5300000,41290,坡道平面,0.0,0,Missing,RPOOMLOKMHPFFDE28CA
三民區,房地(土地+建物),高雄市三民區大順二路181~210號,8.6,商,Missing,Missing,1090228,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940614,119.41,3,2,2,有,有,5200000,43547,Missing,0.0,0,Missing,RPQNMLLJMHPFFDE97CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎貴路62巷31~60號,20.88,住,Missing,Missing,1090221,土地1建物1車位1,五層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830809,139.04,4,2,2,有,有,5350000,38478,坡道機械,0.0,0,Missing,RPQPMLLMLHPFFDE38CA
三民區,房地(土地+建物),高雄市三民區鼎山街571~600號,10.91,商,Missing,Missing,1090222,土地2建物1車位0,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830111,121.02,3,2,2,有,無,4200000,34705,Missing,0.0,0,Missing,RPPQMLLMLHPFFDE38CA
三民區,房地(土地+建物)+車位,高雄市三民區明仁路1~30號,27.99,住,Missing,Missing,1090228,土地3建物1車位1,十五層，十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831103,242.19,5,3,2,有,有,10500000,43354,坡道平面,0.0,0,含增建或未登記建物。;,RPWNMLQJMHPFFDE09CA
小港區,房地(土地+建物)+車位,高雄市小港區桂江街151~180號,11.7,商,Missing,Missing,1090223,土地1建物2車位1,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830422,157.16,3,2,2,有,有,4680000,29779,坡道平面,0.0,0,Missing,RPQOMLQJMHPFFCE48CA
新興區,房地(土地+建物),高雄市新興區復興二路301~330號,2.02,商,Missing,Missing,1090313,土地1建物1車位0,四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840911,172.41,3,2,2,有,無,2200000,12760,Missing,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLSLMHPFFBE56CA
新興區,房地(土地+建物)+車位,高雄市新興區民生二路31~60號,14.09,商,Missing,Missing,1090305,土地2建物1車位2,二十一層,四十一層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0900326,431.77,4,2,3,有,有,32650000,75619,坡道平面,33.72,0,Missing,RPTPMLSLMHPFFBE56CA
新興區,房地(土地+建物)+車位,高雄市新興區民生二路31~60號,8.34,商,Missing,Missing,1090305,土地2建物1車位1,二十一層,四十一層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0900326,254.98000000000002,3,2,2,有,有,19300000,75692,坡道平面,16.86,0,Missing,SPTPMLSLMHPFFBE66CA
苓雅區,房地(土地+建物),高雄市苓雅區復興二路1~30號,5.61,商,Missing,Missing,1090229,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051125,82.44999999999999,2,2,1,有,有,6000000,72771,Missing,0.0,0,含增建或未登記建物。,RPOOMLNKMHPFFBE97CA
新興區,房地(土地+建物)+車位,高雄市新興區復興二路301~330號,7.32,商,Missing,Missing,1090313,土地1建物1車位1,四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840911,9.07,3,2,2,有,有,2200000,242558,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLLLMHPFFBE28CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路91~120號,25.0,住,Missing,Missing,1090123,土地1建物1車位1,十七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010419,272.28000000000003,4,2,2,有,有,20200000,74188,坡道平面,30.82,0,Missing,RPPOMLNLMHPFFAE08CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街181~210號,18.0,商,Missing,Missing,1090224,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930224,156.14,3,2,2,有,有,8700000,55719,坡道平面,19.65,0,Missing,RPTNMLPKMHPFFAE48CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路91~120號,19.66,住,Missing,Missing,1090220,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040513,221.09000000000003,3,2,2,有,有,17200000,77796,坡道平面,19.9,0,Missing,RPPOMLNKMHPFFAE97CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路91~120號,11.5,商,Missing,Missing,1090228,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950126,124.75,3,2,2,有,有,8300000,66533,坡道機械,5.61,0,含增建或未登記建物。;,RPSOMLNKMHPFFAE28CA
鼓山區,房地(土地+建物),高雄市鼓山區龍勝路31~60號,13.64,商,Missing,Missing,1090311,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,114.72999999999999,3,2,2,有,有,6630000,57788,Missing,0.0,0,Missing,RPTOMLSJMHPFFAE78CA
前金區,房地(土地+建物)+車位,高雄市前金區市中一路211~240號,36.74,商,Missing,Missing,1090225,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,244.95,3,2,1,有,有,13350000,54501,坡道平面,0.0,0,含家電，傢俱。含固定裝潢壹式。,RPVOMLSJMHPFFAE98CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路451~480號,6.09,商,Missing,Missing,1090222,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980325,63.09,1,1,1,有,有,3700000,58646,Missing,0.0,0,Missing,RPUNMLTJMHPFFAE88CA
鼓山區,房地(土地+建物),高雄市鼓山區大順一路1041巷1~30號,9.55,住,Missing,Missing,1090216,土地1建物1車位0,二十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840707,111.67,3,2,2,有,有,4900000,43879,Missing,0.0,0,含增建或未登記建物。;附冷氣,RPQNMLLJMHPFFAE67CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東七街1~30號,14.47,住,Missing,Missing,1090305,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950126,136.31,3,2,2,有,有,8250000,60524,坡道機械,11.26,0,Missing,RPRNMLLJMHPFFAE77CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山一路133巷1~30號,24.95,住,Missing,Missing,1090310,土地2建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000120,231.05,4,2,2,有,有,13200000,57130,坡道平面,33.1,0,Missing,RPSNMLLJMHPFFAE87CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東八街91~120號,19.98,住,Missing,Missing,1090320,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920904,158.16,3,2,2,有,有,9500000,60066,坡道平面,23.82,0,親友、員工或其他特殊關係間之交易。;,RPPOMLQJMHPFFAE18CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東二路241~270號,13.55,住,Missing,Missing,1090306,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970425,92.33,2,2,1,有,有,6000000,64984,Missing,0.0,0,Missing,RPROMLRJMHPFFAE48CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街1~30號,24.49,住,Missing,Missing,1090311,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911030,197.51,4,2,2,有,有,10650000,53921,坡道平面,0.0,0,Missing,RPQNMLRJMHPFFAE28CA
三民區,房地(土地+建物)+車位,高雄市三民區民祥街1~30號,8.05,住,Missing,Missing,1090214,土地2建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840719,138.29999999999998,3,2,2,有,有,5900000,42661,坡道平面,0.0,0,Missing,RPXOMLLMLHPFFDE98CA
三民區,房地(土地+建物)+車位,高雄市三民區正興路1~30號,13.04,商,Missing,Missing,1090311,土地1建物1車位1,十五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810514,188.22,4,2,2,有,有,7680000,40803,坡道平面,0.0,0,Missing,RPXOMLTJMHPFFDE96CA
楠梓區,房地(土地+建物),高雄市楠梓區德賢路271~300號,8.83,住,Missing,Missing,1090310,土地1建物1車位0,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850112,114.5,4,2,4,有,有,4100000,35808,Missing,0.0,0,Missing,RPVOMLLJMHPFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路271~300號,18.07,住,Missing,Missing,1090317,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950505,163.01,3,2,2,有,有,5500000,33740,坡道平面,13.22,0,親友、員工或其他特殊關係間之交易。;,RPQNMLRJMHPFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區華夏路721~750號,11.52,商,Missing,Missing,1090305,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950706,149.61,3,2,2,有,有,9400000,62830,坡道平面,33.01,0,Missing,RPUNMLQKMHPFFEE09CA
鼓山區,房地(土地+建物),高雄市鼓山區明誠里明華路1~30號,20.03,住,Missing,Missing,1090308,土地1建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,132.67,3,2,2,有,有,6200000,46732,Missing,0.0,0,Missing,RPPNMLOLLHPFFAE28CD
板橋區,房地(土地+建物),新北市板橋區文化路一段301~330號,32.74,住,Missing,Missing,1090223,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950109,171.44,3,2,2,有,有,24160000,140924,Missing,0.0,0,Missing,RPVNMLOLLHPFFAF68CA
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段20巷1~30號,15.63,住,Missing,Missing,1090308,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830530,130.8,3,1,2,有,有,4000000,30581,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLQLLHPFFBF56CA
林口區,房地(土地+建物)+車位,新北市林口區忠孝路361~390號,37.36,住,Missing,Missing,1090227,土地1建物1車位2,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980122,294.49,3,2,2,有,有,28000000,95080,坡道平面,66.24,0,含露台,RPQNMLLMLHPFFBF08CA
新店區,房地(土地+建物)+車位,新北市新店區中央三街91~120號,12.29,住,Missing,Missing,1090211,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890105,178.10999999999999,3,2,2,有,有,19500000,109483,坡道機械,0.0,0,含增建或未登記建物。;,RPTOMLOLLHPFFCF78CA
泰山區,房地(土地+建物)+車位,新北市泰山區文程路1~30號,8.34,其他,Missing,Missing,1090119,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950602,104.06,2,1,1,有,有,8500000,81684,坡道機械,12.89,0,親友、員工或其他特殊關係間之交易。;,RPVNMLKMMHPFFBF58CA
汐止區,房地(土地+建物),新北市汐止區大同路二段271~300號,7.13,住,Missing,Missing,1090227,土地1建物1車位0,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,81.89,2,1,1,有,有,8200000,100134,Missing,0.0,0,Missing,RPSPMLOLLHPFFDF88CA
淡水區,房地(土地+建物),新北市淡水區中山北路一段211~240號,7.07,住,Missing,Missing,1090222,土地1建物1車位0,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880806,101.13000000000001,3,2,2,有,有,5300000,52408,Missing,0.0,0,Missing,RPTOMLOLLHPFFEF98CA
淡水區,房地(土地+建物)+車位,新北市淡水區民權路187巷1~30號,45.65,住,Missing,Missing,1090119,土地1建物1車位2,九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080211,398.4,4,2,4,有,有,41000000,112565,坡道平面,65.26,3500000,未各別拆算單一停車位價格,RPTRMLRLLHPFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區民權路187巷1~30號,50.14,住,Missing,Missing,1090213,土地1建物1車位3,九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080211,440.2,4,2,4,有,有,43600000,115120,坡道平面,107.07,5250000,未各別拆算單一停車位價格,RPVRMLRLLHPFFEF17CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段121~150號,17.55,住,Missing,Missing,1081202,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,138.62,2,1,1,有,有,7080000,55875,坡道平面,37.86,1450000,"房地交易總價含機車停車位價款新台幣50,000元機車停車位面積6.24平方公尺。",RPTNMLLKMHPFFEF58CA
三重區,房地(土地+建物)+車位,新北市三重區信義西街31~60號,8.17,住,Missing,Missing,1090204,土地1建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040722,118.78,2,1,1,有,有,15600000,131335,坡道平面,31.66,0,親友、員工或其他特殊關係間之交易。;親友間交易,RPXOMLRKMHPFFGF27CA
三重區,房地(土地+建物)+車位,新北市三重區重新路二段31~60號,9.87,商,Missing,Missing,1090224,土地2建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970703,107.57,2,1,1,有,有,11000000,116768,坡道機械,21.93,1000000,Missing,RPPNMLLJNHPFFGF38CA
中和區,房地(土地+建物),新北市中和區景平路181~210號,2.82,住,Missing,Missing,1090224,土地3建物1車位0,三十三層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,48.370000000000005,1,1,1,有,有,6500000,134381,Missing,0.0,0,含增建或未登記建物。;,RPUOMLPLLHPFFHF86CA
三峽區,房地(土地+建物)+車位,新北市三峽區大義路211~240號,9.61,商,Missing,Missing,1090223,土地1建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970807,127.83,2,2,1,有,有,10650000,83314,坡道平面,36.09,0,Missing,RPOPMLQLLHPFFIF56CA
